created_at,tweet_id,text
Thu Mar 26 23:59:25 +0000 2020,1243326723891970048,"Australia in the last 9 days have lost 60,000 jobs
https://t.co/2aDsR52DaP https://t.co/BQnF047OVK"
Thu Mar 26 23:58:27 +0000 2020,1243326480295157760,❤️🇳🇿🇱🇷👍❤️🇳🇿🇱🇷👍 SCOTT MORRISON !! Do like America and Europe instead of making Australia' dole doubled for people never lost there jobs pay 80% of wage to those have lost jobs put economy to sleep 14 days complete shut down you drag this thing out will destroy people's life mate
Thu Mar 26 23:56:33 +0000 2020,1243326000961695744,"In times of crisis, we turn to the arts. Now the arts is in crisis – and Scott Morrison is silent | Benjamin Law https://t.co/PL7mA8vRJi"
Thu Mar 26 23:54:51 +0000 2020,1243325575306964992,"DAVID SOLOMON. The Government could do better | John Menadue – Pearls and Irritations

First to go should be Scott Morrison and Peter Dutton. Is there anyone in the Morrison government who will stand up to their masters and actually do their sworn duty??? https://t.co/Jcjf15VjfC"
Thu Mar 26 23:54:34 +0000 2020,1243325503416578048,Australia is scared and confused about coronavirus. Is Scott Morrison the leader we need for this grave moment? | Richard Flanagan https://t.co/fXgL820Jr8
Thu Mar 26 23:54:24 +0000 2020,1243325463306493952,"In times of crisis, we turn to the arts. Now the arts is in crisis – and Scott Morrison is silent | Benjamin Law https://t.co/S0QTTznBh8"
Thu Mar 26 23:52:34 +0000 2020,1243324998023954434,Scott Morrison restrictions meaningless without the STATES .
Thu Mar 26 23:51:38 +0000 2020,1243324765680455680,"Scott Morrison’s performance review: he has been found wanting. What’s the next step? Preferably BEFORE 150,000 Australians die of the #coronavirus because the hospital system collapsed and Scotty, sleeping on the job, allowed vital medicines &amp; equipment shipped o/seas. https://t.co/JD8Sr9nYFY"
Thu Mar 26 23:51:01 +0000 2020,1243324608305967104,"@ScottMorrisonMP @PeterDutton_MP @marshall_steven @AlboMP @GregHuntMP @TKoutsantonisMP  PETER DUTTON, SCOTT MORRISON STEVEN MARSHALL #lockdown https://t.co/F5vMn4Foqf"
Thu Mar 26 23:50:51 +0000 2020,1243324568825192449,Catching up with the very good @notgoodpod and listened to an episode from NEARLY TWO MONTHS AGO where they were talking about an inadequate response by Scott Morrison to the COVID19 situation. NEARLY TWO MONTHS and nothing has gotten even remotely better. Frightening really...
