created_at,tweet_id,text
Wed Mar 25 23:56:15 +0000 2020,1242963538672414721,"@drswoods61 No, We Just Need To Replace Scott Morrison With Someone Who Possesses Compassion, Intelligence &amp; A Sense Of Humanity And Duty Toward The Australian People.

&amp; The People Who Voted Lib In The Last Fed Election Deserve To Be Backhanded In Centrelink Lines, Hospital Beds or Wherever"
Wed Mar 25 23:53:50 +0000 2020,1242962930376687616,@chadswell @ScottMorrisonMP You literally sent a tweet to Scott Morrison asking why he was still allowing the election😂🤦🤦you realise how stupid that made you look
Wed Mar 25 23:52:41 +0000 2020,1242962641816924162,Scott Morrison has announced that haircuts be no longer than it takes to sing Jethro Tull's Thick As A Brick #auspol
Wed Mar 25 23:49:27 +0000 2020,1242961825882243072,"Good Morning Australia,

Just realized that the two people that don't seem to have an informed #coronavirus survival plan is Scott Morrison &amp; his CMO. 

I'm feeling so sorry for us all. 

#coronavirus #australia #LNPFail #pandemia"
Wed Mar 25 23:47:40 +0000 2020,1242961380782702593,@AmyThunig Teachers and hairdressers are being held to the flame to indulge this psychopath's obsession with the economy at all costs. Both industries are screaming out to be allowed to close down and receive the support available if SM condones it. https://t.co/dwfxNdwUXp
Wed Mar 25 23:47:10 +0000 2020,1242961254437675010,"Scott Morrison accused of creating ‘chaos and confusion’ after a backflip on the 30-minute restriction on appointments.
https://t.co/BvTfpOcDcf"
Wed Mar 25 23:46:17 +0000 2020,1242961028733755393,@carolduncan @vanbadham There is no logic. Does Scott Morrison have dementia?
Wed Mar 25 23:45:26 +0000 2020,1242960818326482945,Well even 11 is too many. Great Job PM Scott Morrison. In reducing the spread. https://t.co/YqTJUeaDmm
Wed Mar 25 23:45:12 +0000 2020,1242960760105357312,@alasnich at the moment we dont have a PM we have Scott Morrison who is like a dog chasing its tail. both Trump &amp; Morrison are unfit for the position they hold
Wed Mar 25 23:44:34 +0000 2020,1242960599522242560,"@ScottMorrisonMP This kind of thing relies on ppl not knowing enough about the virus to call you out. https://t.co/osNITzhgFY

You are being negligent and I only hold when this is over, the ppl failing Australians are held legally responsible.

#covid19au #covid19"
Wed Mar 25 23:41:23 +0000 2020,1242959799572148225,"@RB_Citizen Your graph only goes up to the 24th and includes mistakes from NSW and Victoria that have since been corrected. I realise you’re frightened, and hate Scott Morrison. Presumably though you assume good will from Dan Andrews when his government corrects an error."
Wed Mar 25 23:41:21 +0000 2020,1242959790805905409,Scott Morrison: Student Nurses in Australia on placement to be paid during COVID-19 - Sign the Petition! https://t.co/FhJDF6aNOS via @ChangeAUS
Wed Mar 25 23:40:54 +0000 2020,1242959678029434880,"Really? Less than a month ago this chick was publicly pissing on Scomo. 

https://t.co/ocjU0SNluh"
Wed Mar 25 23:40:29 +0000 2020,1242959572123279360,"PM slams suggestion of nationwide lockdown as 'reckless' https://t.co/CRTXKkXJAO via @Y7News Home detention is not needed, but further restrictions on gatherings and some other work places should be looked at. Going for a late not jog isnt hurting anyone."
Wed Mar 25 23:39:55 +0000 2020,1242959428602564608,"@andrewbogut I actually agree with something Scott Morrison does, and it should be kept in place permanently"
Wed Mar 25 23:39:39 +0000 2020,1242959362697510913,"As much as I would love for Scott Morrison to be overthrown, I keep remembering that next in line is Peter Dutton 🤢 #coronavirusau"
Wed Mar 25 23:38:50 +0000 2020,1242959154085416961,@Bowenchris @frankelly08 @RadioNational Wouldve been far better to implement universal basic income for EVERYONE paid into accounts like Rudds cash stimulus w/o having to register at or queue for miles at C'link. Wouldve more but would save all this stressful bs. Scott Morrison/Josh Frydenberg have no common sense
Wed Mar 25 23:37:07 +0000 2020,1242958725977006080,"In Mr Morrison's defence he probably doesnt get a perm &amp; colour when he goes to the #hairdresser - PM drops 30 minute time limit on hairdressers
https://t.co/FTuwlQparM via @newscomauHQ"
Wed Mar 25 23:34:58 +0000 2020,1242958183456321537,"@ScottMorrisonMP My message is to Mr.  Scott Morrison.  If you have two options, the first option is a mountain of gold, and the second option is the family what is your choice"
Wed Mar 25 23:34:05 +0000 2020,1242957960860459008,"360 new cases, 3 new deaths, Scott Morrison’s priority - making sure we can have a haircut. Seriously #auspol #Coronaaustralia"
Wed Mar 25 23:31:47 +0000 2020,1242957382168137729,"Coronavirus: major hospital operator forced to stop some surgeries amid shortage of personal protective equipment, even before Scott Morrison decided it was necessary to preserve stocks for coming pandemic peak. #coronavirus https://t.co/OsoA4qGmk4"
Wed Mar 25 23:30:00 +0000 2020,1242956931804905475,"The government have backflipped on its decision to restrict hairdressers and barbers to 30-minute appointments.

https://t.co/eSVPnQGbii"
Wed Mar 25 23:29:55 +0000 2020,1242956913869860865,Hi @jacindaardern could you please have a talk with Scott Morrison about coronavirus as I don't think he is taking it seriously 😳
Wed Mar 25 23:29:41 +0000 2020,1242956853908307968,Confusion? https://t.co/9AmJqI7pzM
Wed Mar 25 23:29:09 +0000 2020,1242956719887548416,"@potcalling @deniseshrivell I could die laughing! Oops did I say that Scott Morrison?
#auspol"
Wed Mar 25 23:28:36 +0000 2020,1242956578694680576,"Much debate about Scott Morrison's risky strategy to fight the health and economic challenges concurrently.
Here's the measure of how it's going: both the infection and unemployment rates are rising.
Worst of both worlds with Australia half open, half closed."
Wed Mar 25 23:28:29 +0000 2020,1242956550441820160,"@kenoath58 @Peter_Fitz 1. True, partial with Foxtel. The point is still valid, NRL is still subsidised by the tax payer, even with Murdoc, Telstra as owners.
Scott Morrison gave $8M 2 his own club, Cronulla, $18M of grants came from the ""Indigenous Funds"" they even got $1M to help with violance against"
Wed Mar 25 23:28:14 +0000 2020,1242956489842741251,FIRST FULL INTERVIEW: Nev Power discusses receiving a crucial call for help from the Prime Minister. 🔒https://t.co/WbcYcYSCBE
Wed Mar 25 23:27:57 +0000 2020,1242956418811977728,"“STOP HOARDING, stop it now, it’s one of the most disappointing things I’ve seen” - Scott Morrison

A man who spent his entire political career spreading fear &amp; anxiety. Denigrating refugees &amp; immigrants for the most base political ambition - to get re-elected.

#covid19australia"
